sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-3.738;9.024;-23.974;1.844;1.714;-9.476;0.659;-1.505;21.045;0.222;-2.122;0.332;383.0;-7.4;-39.9;14.0;166.5;0.9;-115.3;5.0;47.31;39.46901;-0.34097;69.9;NaN;;15.519;;0 / 28;37;2021-10-27 16:51:24:622
-2.02;6.733;-6.098;6.46;0.594;-7.355;-0.175;0.523;9.965;0.222;-2.122;0.332;383.0;-8.0;-38.5;18.5;153.2;-0.1;-88.5;5.0;47.31;39.46901;-0.34097;69.9;NaN;;15.519;;0 / 28;87;2021-10-27 16:51:24:672
-0.272;9.215;-2.451;9.462;-0.359;-2.547;-2.569;-1.554;6.508;0.222;-2.122;0.332;383.0;-9.2;-36.3;23.6;147.3;-18.7;-57.4;5.0;47.31;39.46901;-0.34097;69.9;NaN;;15.519;;0 / 28;137;2021-10-27 16:51:24:722
1.823;8.248;-0.641;8.514;-4.635;-1.489;-6.164;4.174;2.653;2.782;3.27;0.44;309.0;-10.3;-35.2;25.2;149.5;2.1;-105.1;0.0;47.31;39.46901;-0.34097;69.9;NaN;;15.519;;0 / 28;187;2021-10-27 16:51:24:772
-2.97;15.407;-8.121;7.456;2.399;-5.904;-11.365;12.66;-5.796;0.56;-2.423;1.101;309.0;-12.8;-34.8;23.9;158.9;-14.2;-128.4;0.0;47.31;39.46901;-0.34097;69.9;NaN;;15.519;;0 / 28;236;2021-10-27 16:51:24:821
-2.513;17.002;7.341;9.304;1.053;2.921;2.628;-5.533;-4.006;0.441;-1.206;0.554;309.0;-14.2;-34.9;22.9;141.7;-11.4;-74.5;0.0;47.31;39.46901;-0.34097;69.9;NaN;;15.519;;0 / 28;287;2021-10-27 16:51:24:872
3.267;10.838;0.299;9.366;-2.796;-0.809;-4.143;-2.641;4.621;0.265;-0.719;0.452;309.0;-16.0;-34.3;21.6;147.9;1.3;-89.4;0.0;64.98;39.46901;-0.34097;69.9;NaN;;15.519;;0 / 28;337;2021-10-27 16:51:24:922
1.924;8.641;-0.928;9.653;-1.346;-1.097;-3.307;-0.014;2.609;0.716;0.399;0.192;309.0;-16.7;-33.8;21.4;148.3;18.3;-83.6;0.0;64.98;39.46901;-0.34097;69.9;NaN;;15.519;;0 / 28;387;2021-10-27 16:51:24:972
-0.292;10.405;-0.272;9.764;0.661;0.622;-1.475;2.755;-1.917;0.608;-0.297;0.887;309.0;-17.5;-33.4;21.5;144.1;-3.9;-86.4;0.0;64.98;39.46901;-0.34097;69.9;NaN;;15.519;;0 / 28;437;2021-10-27 16:51:25:022
0.169;9.651;0.323;9.802;-0.081;0.345;-0.045;0.47;0.578;0.471;0.017;0.656;30.0;-17.6;-33.7;21.2;147.2;0.3;-86.8;0.0;64.98;39.46901;-0.34097;69.9;NaN;;15.519;;0 / 28;487;2021-10-27 16:51:25:072
-0.315;8.703;0.167;9.783;0.488;0.431;0.15;0.882;0.862;0.213;0.625;-0.011;30.0;-17.5;-34.3;21.2;147.2;-1.1;-87.6;0.0;64.98;39.46901;-0.34097;69.9;NaN;;15.519;;0 / 28;537;2021-10-27 16:51:25:122
0.689;9.763;0.014;9.778;-0.766;-0.067;-0.383;0.059;0.877;0.303;0.647;-0.032;30.0;-17.2;-34.7;20.8;148.1;-0.4;-89.8;0.0;64.98;39.46901;-0.34097;69.9;NaN;;15.519;;0 / 28;586;2021-10-27 16:51:25:171
